YEAR,RECORD_TYPE, NUMBER_SCRIPTS ,NPROPNAME,THER_CLASS,PAYER, UNIQUE_MEMBERS ,TOTAL_COST,COST_PER_USER,COST_PER_SCRIPT,COST_PER_DAYS_SUPPLY,COST_PER_UNIT_DISPENSED, TOTAL_SCRIPTS_FILLED ,YEARLY_PCT_CHANGE_COST_PER_SCRIPT, TOTAL_COST_RANK , COST_PER_USER_RANK , COST_PER_SCRIPT_RANK , COST_PER_DAYS_SUPPLY_RANK , COST_PER_UNIT_DISPENSED_RANK , TOTAL_SCRIPTS_FILLED_RANK , YEARLY_PCT_CHANGE_COST_PER_SCRIPT_RANK , DAYS_SUPPLY_MEDIAN , DAYS_SUPPLY_MEAN , DAYS_SUPPLY_STDDEV , QUANTITY_MEDIAN , QUANTITY_MEAN , QUANTITY_STDDEV ,INSURER_PAID_MEDIAN,INSURER_PAID_MEAN,INSURER_PAID_STDDEV,INSURER_PAID_SUM,MEMBER_PAID_MEDIAN,MEMBER_PAID_MEAN,MEMBER_PAID_STDDEV,MEMBER_PAID_SUM,TOTAL_PAID_MEDIAN,TOTAL_PAID_MEAN,TOTAL_PAID_STDDEV,TOTAL_PAID_SUM,PCT_TOTAL_PHARM_SPENDING,PCT_SCRIPTS_0_18,PCT_SCRIPTS_19_44,PCT_SCRIPTS_45_64,PCT_SCRIPTS_65_PLUS,PCT_SCRIPTS_FEMALE,PCT_SCRIPTS_MALE,PCT_URBAN_CORE,PCT_SUBURBAN,PCT_MICROPOLITAN,PCT_RURAL_SMALLTOWN
2018,Drug, 338 ,AMBRISENTAN,Cardiovascular Agents,Commercial, 36 ,"$3,104,674.19","$86,240.95","$9,185.43",$306.88,$295.49, 338 ,-1.8%, 132 , 16 , 45 , 51 , 78 , 895 , 764 , 30.0 , 29.9 , 1.3 , 30.0 , 31.1 , 8.2 ,"$9,320.30","$8,925.78","$1,458.19","$3,016,914.80",$0.00,$251.00,$882.77,"$84,838.43","$9,377.74","$9,185.43","$1,256.27","$3,104,674.19",0.0561%,19.2%,20.1%,40.2%,20.4%,64.2%,35.8%,47.9%,23.4%,16.3%,12.4%
2018,Drug, 732 ,AMBRISENTAN,Cardiovascular Agents,Medicare, 89 ,"$7,176,915.47","$80,639.50","$9,804.53",$321.01,$310.39, 732 ,0.9%, 66 , 18 , 40 , 46 , 56 , 730 , 577 , 30.0 , 30.5 , 5.9 , 30.0 , 31.6 , 8.3 ,"$9,289.66","$9,407.35","$2,020.12","$6,886,180.21",$469.81,$393.83,$640.45,"$288,280.99","$9,518.37","$9,804.53","$2,148.17","$7,176,915.47",0.1297%,0.0%,4.2%,29.4%,66.4%,74.5%,25.5%,53.0%,10.9%,13.7%,22.4%
2018,Drug, 153 ,AMBRISENTAN,Cardiovascular Agents,Minnesota Health Care Programs, 19 ,"$1,350,442.57","$71,075.92","$8,826.42",$294.34,$298.24, 153 ,2.8%, 155 , 12 , 30 , 32 , 49 , 939 , 507 , 30.0 , 30.0 , 0.2 , 30.0 , 29.6 , 2.4 ,"$9,126.52","$8,227.62","$2,587.94","$1,258,826.21",$0.00,$1.75,$4.61,$267.91,"$9,126.52","$8,826.42","$1,179.92","$1,350,442.57",0.0244%,17.0%,17.0%,66.0%,0.0%,65.4%,34.6%,,,,
2018,Drug," 1,140 ",AMILORIDE HYDROCLORIDE,Cardiovascular Agents,Commercial, 290 ,"$41,977.74",$144.75,$36.82,$0.59,$0.32," 1,140 ",-36.9%, 933 , 801 , 940 ," 1,115 "," 1,088 ", 622 ," 1,293 ", 90.0 , 62.0 , 30.6 , 90.0 , 114.1 , 88.4 ,$10.76,$21.84,$34.92,"$24,898.53",$10.00,$14.92,$20.55,"$17,005.35",$23.24,$36.82,$40.29,"$41,977.74",0.0008%,1.4%,19.1%,52.8%,26.7%,59.4%,40.6%,59.9%,15.4%,7.9%,16.8%
2018,Drug," 1,795 ",AMILORIDE HYDROCLORIDE,Cardiovascular Agents,Medicare, 397 ,"$65,054.98",$163.87,$36.24,$0.64,$0.41," 1,795 ",-36.6%, 812 , 752 , 857 , 987 , 948 , 554 ," 1,170 ", 31.0 , 56.8 , 32.0 , 90.0 , 89.0 , 79.1 ,$6.88,$18.62,$34.37,"$33,424.64",$6.99,$17.50,$29.40,"$31,408.74",$19.66,$36.24,$44.78,"$65,054.98",0.0012%,0.0%,6.0%,21.8%,72.2%,54.5%,45.5%,55.5%,10.8%,11.3%,22.4%
2018,Drug, 593 ,AMILORIDE HYDROCLORIDE,Cardiovascular Agents,Minnesota Health Care Programs, 89 ,"$10,391.18",$116.75,$17.52,$0.62,$0.30, 593 ,-43.9%, 961 , 663 , 868 , 937 , 906 , 703 ," 1,141 ", 30.0 , 28.1 , 5.1 , 56.0 , 57.8 , 43.4 ,$12.38,$15.97,$12.42,"$9,467.31",$0.00,$1.46,$2.79,$867.75,$12.43,$17.52,$12.35,"$10,391.18",0.0002%,7.8%,36.8%,55.5%,0.0%,37.9%,62.1%,67.6%,10.3%,7.1%,15.0%
2018,Drug, 388 ,"AMILORIDE, HYDROCHLOROTHIAZIDE",Cardiovascular Agents,Commercial, 102 ,"$11,534.95",$113.09,$29.73,$0.42,$0.42, 388 ,-9.3%," 1,112 ", 875 , 995 ," 1,186 "," 1,037 ", 860 ," 1,034 ", 90.0 , 71.6 , 28.8 , 90.0 , 70.1 , 39.8 ,$10.10,$16.42,$18.18,"$6,371.45",$10.00,$12.96,$12.98,"$5,027.94",$23.27,$29.73,$18.59,"$11,534.95",0.0002%,0.0%,5.7%,70.1%,24.2%,61.1%,38.9%,65.2%,16.2%,6.2%,12.4%
2018,Drug," 1,039 ","AMILORIDE, HYDROCHLOROTHIAZIDE",Cardiovascular Agents,Medicare, 266 ,"$27,235.32",$102.39,$26.21,$0.36,$0.41," 1,039 ",-0.7%, 948 , 874 , 928 ," 1,114 ", 949 , 662 , 656 , 90.0 , 73.7 , 28.0 , 89.0 , 64.5 , 37.1 ,$8.29,$12.44,$13.41,"$12,925.27",$10.00,$13.75,$13.65,"$14,282.77",$23.57,$26.21,$15.43,"$27,235.32",0.0005%,,,,,66.0%,34.0%,36.0%,12.1%,27.1%,24.7%
2018,Drug, 145 ,"AMILORIDE, HYDROCHLOROTHIAZIDE",Cardiovascular Agents,Minnesota Health Care Programs, 23 ,"$1,717.84",$74.69,$11.85,$0.40,$0.48, 145 ,-13.4%," 1,125 ", 764 , 976 ," 1,030 ", 818 , 950 , 986 , 30.0 , 29.9 , 2.7 , 30.0 , 24.4 , 8.8 ,$10.08,$9.38,$5.26,"$1,360.41",$1.00,$2.08,$2.50,$301.67,$12.65,$11.85,$4.83,"$1,717.84",0.0000%,,,,,71.7%,28.3%,,,,
2018,Drug," 1,994 ",AMINO ACID INFUSION,Nutritional Products,Medicare, 93 ,"$343,051.35","$3,688.72",$172.04,$24.93,$0.11," 1,994 ",-28.1%, 531 , 189 , 487 , 222 ," 1,147 ", 536 ," 1,145 ", 7.0 , 6.9 , 0.7 ," 1,520.0 "," 1,496.7 ", 476.6 ,$146.85,$153.78,$78.15,"$306,637.33",$0.00,$18.26,$40.17,"$36,414.02",$159.92,$172.04,$80.14,"$343,051.35",0.0062%,0.0%,7.9%,27.4%,64.7%,66.4%,33.6%,50.8%,6.9%,10.2%,32.1%
2018,Drug, 83 ,AMINOCAPROIC ACID,Hematological Agents,Commercial, 47 ,"$280,292.80","$5,963.68","$3,377.02",$214.62,$15.25, 83 ,25.5%, 555 , 152 , 105 , 76 , 339 ," 1,170 ", 91 , 10.0 , 15.7 , 13.9 , 180.0 , 221.5 , 185.7 ,"$2,435.83","$3,172.01","$2,951.88","$263,277.20",$20.00,$95.77,$371.48,"$7,949.06","$2,474.97","$3,377.02","$2,862.48","$280,292.80",0.0051%,,,,,31.3%,68.7%,,,,
2018,Drug, 47 ,AMINOCAPROIC ACID,Hematological Agents,Medicare, 14 ,"$112,530.72","$8,037.91","$2,394.27",$104.49,$21.24, 47 ,11.2%, 722 , 130 , 106 , 101 , 267 ," 1,180 ", 166 , 30.0 , 22.9 , 11.6 , 120.0 , 112.7 , 107.7 ,"$2,470.37","$2,346.54","$2,416.87","$110,287.40",$0.00,$45.66,$104.49,"$2,145.99","$2,470.37","$2,394.27","$2,384.24","$112,530.72",0.0020%,,,,,,,,,,
2018,Drug, 75 ,AMINOCAPROIC ACID,Hematological Agents,Minnesota Health Care Programs, 48 ,"$158,259.28","$3,297.07","$2,110.12",$250.81,$10.94, 75 ,-10.2%, 497 , 135 , 77 , 37 , 303 ," 1,055 ", 932 , 7.0 , 8.4 , 6.2 , 236.0 , 192.9 , 114.3 ,"$1,611.81","$1,800.30","$1,157.21","$135,022.73",$0.00,$3.08,$19.26,$231.14,"$2,353.85","$2,110.12","$1,068.72","$158,259.28",0.0029%,,,,,36.0%,64.0%,,,,
2018,Drug," 5,365 ",AMIODARONE HCL,Cardiovascular Agents,Commercial," 1,824 ","$161,522.69",$88.55,$30.11,$0.57,$0.45," 5,365 ",7.0%, 686 , 941 , 991 ," 1,123 "," 1,028 ", 355 , 405 , 30.0 , 52.8 , 31.0 , 60.0 , 67.7 , 47.0 ,$3.83,$20.16,$69.93,"$108,167.88",$5.11,$8.39,$14.64,"$45,000.87",$11.40,$30.11,$76.98,"$161,522.69",0.0029%,0.9%,2.8%,40.9%,55.4%,31.9%,68.1%,60.2%,12.1%,11.9%,15.8%
2018,Drug," 26,978 ",AMIODARONE HCL,Cardiovascular Agents,Medicare," 7,261 ","$759,696.82",$104.63,$28.16,$0.53,$0.50," 26,978 ",12.4%, 366 , 865 , 914 ," 1,032 ", 911 , 165 , 148 , 30.0 , 53.0 , 31.8 , 45.0 , 56.7 , 38.7 ,$3.64,$16.31,$51.96,"$440,007.11",$6.00,$11.33,$25.36,"$305,780.06",$12.99,$28.16,$65.63,"$759,696.82",0.0137%,0.0%,0.3%,5.1%,94.7%,46.7%,53.3%,50.5%,11.0%,14.5%,24.0%
2018,Drug," 2,260 ",AMIODARONE HCL,Cardiovascular Agents,Minnesota Health Care Programs, 530 ,"$27,649.38",$52.17,$12.23,$0.43,$0.35," 2,260 ",19.5%, 816 , 852 , 968 ," 1,009 ", 882 , 464 , 119 , 30.0 , 28.5 , 5.7 , 30.0 , 35.1 , 23.6 ,$6.89,$10.56,$25.41,"$23,855.23",$0.00,$1.30,$3.36,"$2,940.75",$7.89,$12.23,$26.33,"$27,649.38",0.0005%,3.2%,9.3%,80.3%,7.3%,29.6%,70.4%,60.9%,9.2%,10.0%,19.9%
2018,Drug," 57,786 ",AMITRIPTYLINE HCL,Central Nervous System Drugs,Commercial," 15,874 ","$1,172,894.68",$73.89,$20.30,$0.39,$0.25," 57,786 ",-7.9%, 281 , 983 ," 1,088 "," 1,202 "," 1,129 ", 75 , 998 , 30.0 , 52.3 , 29.3 , 60.0 , 81.4 , 66.9 ,$1.72,$8.97,$17.35,"$518,548.92",$8.14,$11.17,$13.62,"$645,695.63",$13.64,$20.30,$21.69,"$1,172,894.68",0.0212%,7.3%,29.3%,54.9%,8.5%,73.5%,26.5%,61.4%,13.2%,10.3%,15.1%
2018,Drug," 55,463 ",AMITRIPTYLINE HCL,Central Nervous System Drugs,Medicare," 12,493 ","$1,515,270.55",$121.29,$27.32,$0.49,$0.33," 55,463 ",3.2%, 268 , 827 , 921 ," 1,051 ", 982 , 101 , 471 , 30.0 , 55.7 , 30.7 , 90.0 , 82.9 , 70.6 ,$8.95,$15.98,$22.29,"$886,280.13",$3.35,$11.16,$18.17,"$618,874.02",$20.00,$27.32,$27.27,"$1,515,270.55",0.0274%,0.0%,6.9%,29.8%,63.3%,72.1%,27.9%,49.8%,10.2%,14.9%,25.1%
2018,Drug," 56,693 ",AMITRIPTYLINE HCL,Central Nervous System Drugs,Minnesota Health Care Programs," 12,037 ","$958,988.96",$79.67,$16.92,$0.57,$0.40," 56,693 ",-1.0%, 203 , 742 , 872 , 952 , 851 , 69 , 655 , 30.0 , 29.5 , 4.2 , 30.0 , 41.9 , 24.5 ,$9.76,$15.86,$32.67,"$898,932.11",$0.00,$0.95,$1.84,"$53,879.13",$10.66,$16.92,$32.56,"$958,988.96",0.0173%,6.9%,38.8%,52.7%,1.6%,69.7%,30.3%,57.1%,9.4%,14.3%,19.2%
2018,Drug, 24 ,AMITRIPTYLINE HCL (BULK),Miscellaneous Products,Commercial, 16 ,"$1,404.46",$87.78,$58.52,$2.33,$0.65, 24 ,-2.8%," 1,300 ", 946 , 813 , 785 , 929 ," 1,344 ", 819 , 30.0 , 25.1 , 8.0 , 120.0 , 90.0 , 39.6 ,$39.04,$39.34,$30.63,$944.23,$10.00,$19.18,$32.19,$460.23,$52.75,$58.52,$44.82,"$1,404.46",0.0000%,,,,,,,,,,
2018,Drug," 255,064 ",AMLODIPINE BESYLATE,Cardiovascular Agents,Commercial," 66,087 ","$1,908,678.06",$28.88,$7.48,$0.12,$0.11," 255,064 ",-3.2%, 192 ," 1,165 "," 1,276 "," 1,339 "," 1,276 ", 11 , 833 , 90.0 , 64.7 , 30.2 , 90.0 , 70.2 , 39.3 ,$0.00,$2.73,$12.08,"$697,339.09",$2.84,$4.65,$6.61,"$1,185,259.02",$4.73,$7.48,$14.51,"$1,908,678.06",0.0345%,0.4%,10.0%,63.5%,26.1%,41.6%,58.4%,64.4%,11.5%,9.4%,14.6%
2018,Drug," 563,947 ",AMLODIPINE BESYLATE,Cardiovascular Agents,Medicare," 127,705 ","$4,712,219.10",$36.90,$8.36,$0.13,$0.12," 563,947 ",-4.2%, 104 ," 1,066 "," 1,150 "," 1,233 "," 1,135 ", 4 , 806 , 90.0 , 63.3 , 31.7 , 90.0 , 68.7 , 40.7 ,$1.18,$4.15,$15.38,"$2,341,677.53",$2.49,$4.14,$7.40,"$2,334,248.87",$5.50,$8.36,$18.41,"$4,712,219.10",0.0852%,0.0%,1.0%,8.5%,90.4%,58.9%,41.1%,55.7%,9.2%,13.6%,21.4%
2018,Drug," 161,119 ",AMLODIPINE BESYLATE,Cardiovascular Agents,Minnesota Health Care Programs," 25,779 ","$1,232,953.47",$47.83,$7.65,$0.26,$0.25," 161,119 ",46.5%, 166 , 874 ," 1,094 "," 1,129 ", 959 , 17 , 37 , 30.0 , 30.0 , 4.9 , 30.0 , 31.2 , 12.3 ,$3.51,$6.47,$29.29,"$1,042,433.81",$1.00,$1.15,$1.91,"$185,080.55",$4.39,$7.65,$29.20,"$1,232,953.47",0.0223%,1.1%,17.0%,74.5%,7.4%,46.8%,53.2%,70.9%,6.2%,9.0%,13.9%
2018,Drug, 74 ,"AMLODIPINE BESYLATE,ATORVASTATIN CALCIUM",Cardiovascular Agents,Commercial, 23 ,"$21,290.68",$925.68,$287.71,$4.13,$4.13, 74 ,-0.7%," 1,045 ", 404 , 445 , 640 , 577 ," 1,187 ", 708 , 90.0 , 69.6 , 28.8 , 90.0 , 69.6 , 28.8 ,$268.39,$274.30,$177.81,"$20,298.40",$6.00,$13.41,$13.99,$992.28,$278.39,$287.71,$182.84,"$21,290.68",0.0004%,0.0%,0.0%,67.6%,32.4%,31.1%,68.9%,,,,
2018,Drug," 10,566 ","AMLODIPINE BESYLATE,BENAZEPRIL HCL",Cardiovascular Agents,Commercial," 2,550 ","$355,020.90",$139.22,$33.60,$0.51,$0.47," 10,566 ",-11.7%, 506 , 814 , 964 ," 1,145 "," 1,011 ", 256 ," 1,089 ", 90.0 , 65.3 , 29.8 , 90.0 , 70.8 , 38.5 ,$6.87,$16.21,$24.92,"$171,290.16",$12.00,$17.08,$15.95,"$180,428.05",$27.43,$33.60,$26.10,"$355,020.90",0.0064%,0.0%,11.1%,69.4%,19.5%,26.5%,73.5%,61.0%,11.3%,9.2%,18.5%
2018,Drug," 12,520 ","AMLODIPINE BESYLATE,BENAZEPRIL HCL",Cardiovascular Agents,Medicare," 3,004 ","$472,147.73",$157.17,$37.71,$0.53,$0.48," 12,520 ",-6.3%, 465 , 761 , 846 ," 1,031 ", 920 , 244 , 884 , 90.0 , 70.9 , 28.4 , 90.0 , 77.8 , 39.9 ,$12.64,$20.17,$23.90,"$252,483.68",$10.00,$17.23,$25.42,"$215,764.96",$27.38,$37.71,$30.30,"$472,147.73",0.0085%,0.0%,1.0%,5.0%,94.0%,49.8%,50.2%,53.3%,9.0%,12.4%,25.3%
2018,Drug," 4,142 ","AMLODIPINE BESYLATE,BENAZEPRIL HCL",Cardiovascular Agents,Minnesota Health Care Programs, 657 ,"$51,154.43",$77.86,$12.35,$0.41,$0.40," 4,142 ",-9.0%, 719 , 752 , 963 ," 1,021 ", 856 , 370 , 905 , 30.0 , 30.0 , 3.4 , 30.0 , 31.2 , 6.5 ,$10.12,$10.62,$6.18,"$43,977.00",$1.00,$1.67,$2.45,"$6,909.25",$13.09,$12.35,$5.75,"$51,154.43",0.0009%,,,,,42.2%,57.8%,75.0%,5.2%,7.9%,11.9%
2018,Drug, 38 ,"AMLODIPINE BESYLATE,OLMESARTAN MEDOXOMIL",Cardiovascular Agents,Commercial, 12 ,"$3,666.19",$305.52,$96.48,$1.39,$1.45, 38 ,," 1,233 ", 630 , 681 , 898 , 756 ," 1,295 ",, 90.0 , 69.3 , 29.1 , 90.0 , 66.4 , 34.8 ,$30.58,$72.35,$96.35,"$2,749.28",$19.82,$24.13,$23.36,$916.91,$57.11,$96.48,$101.65,"$3,666.19",0.0001%,0.0%,0.0%,71.1%,28.9%,31.6%,68.4%,,,,
2018,Drug, 50 ,"AMLODIPINE BESYLATE,OLMESARTAN MEDOXOMIL",Cardiovascular Agents,Medicare, 11 ,"$5,074.57",$461.32,$101.49,$1.97,$1.46, 50 ,-44.0%," 1,115 ", 533 , 607 , 731 , 670 ," 1,175 "," 1,186 ", 30.0 , 51.6 , 29.1 , 60.0 , 69.6 , 35.6 ,$62.40,$89.30,$86.56,"$4,465.22",$10.00,$12.19,$10.09,$609.35,$64.80,$101.49,$85.72,"$5,074.57",0.0001%,0.0%,0.0%,0.0%,100.0%,72.0%,28.0%,,,,
2018,Drug, 212 ,"AMLODIPINE BESYLATE,VALSARTAN",Cardiovascular Agents,Commercial, 64 ,"$12,597.15",$196.83,$59.42,$0.97,$0.92, 212 ,17.6%," 1,100 ", 724 , 809 , 997 , 858 , 975 , 146 , 90.0 , 61.5 , 30.3 , 90.0 , 64.3 , 34.8 ,$18.72,$36.73,$49.71,"$7,785.87",$11.50,$20.36,$21.89,"$4,315.85",$47.74,$59.42,$58.85,"$12,597.15",0.0002%,0.0%,11.3%,72.2%,16.5%,27.4%,72.6%,64.6%,9.0%,9.9%,16.5%
2018,Drug, 360 ,"AMLODIPINE BESYLATE,VALSARTAN",Cardiovascular Agents,Medicare, 100 ,"$21,619.10",$216.19,$60.05,$0.92,$0.87, 360 ,-6.7%, 977 , 685 , 730 , 919 , 775 , 861 , 897 , 90.0 , 65.0 , 29.9 , 90.0 , 68.8 , 41.4 ,$28.42,$41.24,$43.86,"$14,847.76",$10.00,$18.42,$24.93,"$6,632.47",$46.13,$60.05,$47.88,"$21,619.10",0.0004%,,,,,68.9%,31.1%,59.7%,6.1%,7.5%,26.7%
2018,Drug," 283,395 ",AMOXICILLIN,Anti-Infective Agents,Commercial," 220,159 ","$1,795,830.53",$8.16,$6.34,$0.67,$0.08," 283,395 ",3.6%, 205 ," 1,345 "," 1,298 "," 1,085 "," 1,301 ", 8 , 531 , 10.0 , 9.4 , 6.5 , 30.0 , 80.2 , 80.9 ,$0.00,$1.18,$3.10,"$334,636.33",$4.59,$5.15,$3.96,"$1,459,403.17",$5.30,$6.34,$4.63,"$1,795,830.53",0.0325%,47.7%,22.3%,24.3%,5.7%,54.1%,45.9%,65.5%,14.1%,8.6%,11.9%
2018,Drug," 122,874 ",AMOXICILLIN,Anti-Infective Agents,Medicare," 82,724 ","$539,454.27",$6.52,$4.39,$0.66,$0.22," 122,874 ",8.0%, 442 ," 1,263 "," 1,229 ", 980 ," 1,043 ", 48 , 250 , 5.0 , 6.7 , 8.8 , 16.0 , 20.0 , 26.3 ,$0.00,$1.36,$2.83,"$167,115.57",$2.31,$3.01,$2.91,"$370,124.53",$3.93,$4.39,$3.71,"$539,454.27",0.0097%,,,,,58.4%,41.6%,54.6%,11.1%,14.1%,20.3%
2018,Drug," 204,482 ",AMOXICILLIN,Anti-Infective Agents,Minnesota Health Care Programs," 156,331 ","$2,154,492.27",$13.78,$10.54,$1.07,$0.10," 204,482 ",2.8%, 102 ," 1,126 "," 1,010 ", 793 ," 1,117 ", 12 , 504 , 10.0 , 9.8 , 3.1 , 100.0 , 110.6 , 86.4 ,$5.76,$10.12,$40.24,"$2,068,867.55",$0.00,$0.34,$1.65,"$68,847.30",$6.02,$10.54,$40.22,"$2,154,492.27",0.0389%,69.4%,20.9%,9.3%,0.4%,54.7%,45.3%,60.1%,9.0%,13.2%,17.7%
2018,Drug," 152,056 ","AMOXICILLIN, POT CLAVULANATE",Anti-Infective Agents,Commercial," 118,912 ","$2,017,877.32",$16.97,$13.27,$1.38,$0.38," 152,056 ",-7.0%, 184 ," 1,249 "," 1,173 ", 904 ," 1,057 ", 26 , 967 , 10.0 , 9.6 , 3.3 , 20.0 , 34.5 , 45.9 ,$0.00,$4.37,$13.62,"$664,759.85",$8.32,$8.85,$8.36,"$1,345,873.63",$10.37,$13.27,$15.66,"$2,017,877.32",0.0365%,18.6%,36.4%,39.3%,5.7%,58.2%,41.8%,62.3%,14.0%,10.2%,13.5%
2018,Drug," 73,263 ","AMOXICILLIN, POT CLAVULANATE",Anti-Infective Agents,Medicare," 53,066 ","$1,029,115.07",$19.39,$14.05,$1.47,$0.64," 73,263 ",-5.8%, 328 ," 1,175 "," 1,062 ", 800 , 845 , 83 , 864 , 10.0 , 9.6 , 5.5 , 20.0 , 22.0 , 25.2 ,$3.05,$6.10,$13.49,"$446,766.63",$6.00,$7.85,$8.77,"$574,991.72",$12.01,$14.05,$15.56,"$1,029,115.07",0.0186%,,,,,58.3%,41.7%,52.1%,10.8%,15.0%,22.1%
2018,Drug," 72,423 ","AMOXICILLIN, POT CLAVULANATE",Anti-Infective Agents,Minnesota Health Care Programs," 60,848 ","$1,382,877.52",$22.73,$19.09,$1.99,$0.37," 72,423 ",-1.8%, 148 ," 1,031 ", 841 , 654 , 870 , 50 , 693 , 10.0 , 9.6 , 2.9 , 20.0 , 51.3 , 61.6 ,$10.65,$17.91,$42.80,"$1,297,287.47",$0.00,$0.82,$2.98,"$59,062.38",$11.51,$19.09,$42.95,"$1,382,877.52",0.0250%,35.6%,41.2%,22.6%,0.6%,59.6%,40.4%,54.7%,9.7%,15.5%,20.1%
2018,Drug, 124 ,"AMOXICILLIN,CLARITHROMYCIN W/ LANSOPRAZOLE",Gastrointestinal Products,Commercial, 124 ,"$46,978.75",$378.86,$378.86,$22.28,$3.33, 124 ,-24.6%, 917 , 589 , 381 , 270 , 616 ," 1,087 "," 1,241 ", 14.0 , 17.0 , 7.0 , 112.0 , 113.8 , 14.2 ,$351.08,$333.66,$150.98,"$41,374.19",$12.00,$45.17,$93.54,"$5,600.76",$378.15,$378.86,$132.45,"$46,978.75",0.0008%,,,,,50.8%,49.2%,,,,
2018,Drug, 97 ,"AMOXICILLIN,CLARITHROMYCIN W/ LANSOPRAZOLE",Gastrointestinal Products,Minnesota Health Care Programs, 93 ,"$44,317.98",$476.54,$456.89,$30.99,$4.08, 97 ,-16.9%, 743 , 388 , 201 , 168 , 446 ," 1,018 "," 1,035 ", 14.0 , 14.7 , 3.4 , 112.0 , 112.0 , -   ,$462.63,$444.67,$77.01,"$43,132.60",$0.00,$1.42,$3.25,$138.00,$462.63,$456.89,$43.66,"$44,317.98",0.0008%,,,,,58.8%,41.2%,,,,
2018,Drug, 111 ,AMPHETAMINE,Stimulants/Anti-Obesity/Anorexia,Commercial, 26 ,"$42,177.80","$1,622.22",$379.98,$12.67,$2.32, 111 ,14.7%, 932 , 310 , 379 , 402 , 677 ," 1,112 ", 199 , 30.0 , 30.0 , 4.1 , 150.0 , 163.6 , 94.5 ,$177.73,$264.69,$226.60,"$29,380.98",$60.00,$115.29,$153.93,"$12,796.82",$349.09,$379.98,$219.94,"$42,177.80",0.0008%,,,,,31.5%,68.5%,,,,
2018,Drug, 37 ,AMPHETAMINE,Stimulants/Anti-Obesity/Anorexia,Minnesota Health Care Programs, 13 ,"$10,477.90",$805.99,$283.19,$9.57,$2.35, 37 ,-3.6%, 958 , 303 , 300 , 362 , 528 ," 1,151 ", 759 , 30.0 , 29.6 , 2.5 , 90.0 , 120.7 , 69.7 ,$214.23,$273.44,$169.09,"$10,117.23",$0.00,$0.46,$1.58,$17.17,$215.29,$283.19,$163.57,"$10,477.90",0.0002%,,,,,43.2%,56.8%,,,,
2018,Drug, 40 ,AMPHETAMINE SULFATE,Stimulants/Anti-Obesity/Anorexia,Commercial, 11 ,"$18,930.89","$1,720.99",$473.27,$17.13,$6.51, 40 ,8.7%," 1,059 ", 307 , 330 , 329 , 496 ," 1,289 ", 341 , 30.0 , 27.6 , 6.0 , 90.0 , 72.8 , 31.1 ,$258.67,$333.72,$270.00,"$13,348.86",$60.00,$139.55,$174.05,"$5,582.03",$576.46,$473.27,$203.27,"$18,930.89",0.0003%,,,,,67.5%,32.5%,,,,
2018,Drug," 293,080 ","AMPHETAMINE,DEXTROAMPHETAMINE",Stimulants/Anti-Obesity/Anorexia,Commercial," 40,683 ","$36,204,225.23",$889.91,$123.53,$3.86,$2.71," 293,080 ",-1.0%, 7 , 419 , 622 , 663 , 656 , 7 , 721 , 30.0 , 32.0 , 12.1 , 30.0 , 45.6 , 27.8 ,$46.16,$96.96,$131.74,"$28,417,428.96",$13.53,$26.54,$41.91,"$7,778,301.48",$70.92,$123.53,$137.33,"$36,204,225.23",0.6543%,19.2%,60.8%,19.2%,0.8%,49.2%,50.8%,73.9%,11.9%,6.9%,7.2%
2018,Drug," 44,510 ","AMPHETAMINE,DEXTROAMPHETAMINE",Stimulants/Anti-Obesity/Anorexia,Medicare," 5,142 ","$4,345,626.12",$845.12,$97.63,$3.13,$1.84," 44,510 ",-9.3%, 116 , 420 , 617 , 639 , 629 , 119 , 975 , 30.0 , 31.2 , 10.3 , 60.0 , 53.2 , 33.0 ,$53.84,$82.11,$95.58,"$3,654,515.86",$1.25,$15.36,$33.80,"$683,504.82",$67.37,$97.63,$100.14,"$4,345,626.12",0.0785%,0.0%,30.9%,40.4%,28.7%,63.7%,36.3%,59.9%,9.3%,14.6%,16.2%
2018,Drug," 249,548 ","AMPHETAMINE,DEXTROAMPHETAMINE",Stimulants/Anti-Obesity/Anorexia,Minnesota Health Care Programs," 30,991 ","$21,380,084.21",$689.88,$85.68,$2.90,$2.14," 249,548 ",-13.1%, 8 , 331 , 504 , 582 , 539 , 3 , 980 , 30.0 , 29.5 , 2.9 , 30.0 , 40.0 , 18.4 ,$79.65,$80.84,$71.98,"$20,172,259.96",$0.00,$1.14,$6.40,"$283,623.23",$81.19,$85.68,$74.67,"$21,380,084.21",0.3864%,33.1%,53.6%,13.3%,0.0%,52.4%,47.6%,57.8%,12.1%,13.4%,16.7%
2018,Drug, 46 ,AMPHOTERICIN B,Anti-Infective Agents,Medicare, 17 ,"$8,038.60",$472.86,$174.75,$9.40,$2.57, 46 ,," 1,081 ", 530 , 483 , 419 , 578 ," 1,183 ",, 14.0 , 18.6 , 9.7 , 10.0 , 68.1 , 196.0 ,$67.83,$152.38,$166.58,"$7,009.69",$13.57,$22.35,$37.70,"$1,028.17",$67.83,$174.75,$171.77,"$8,038.60",0.0001%,,,,,43.5%,56.5%,,,,
